Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
HazMat-Other,33 West 37th Street,Manhattan,11/13/2015 09:09:58 AM,11/13/2015 11:47:04 AM,40.7508638488,-73.9843901855
Fire-Brush,Mill Road and Kissam Avenue,Staten Island,11/13/2015 01:57:13 PM,11/13/2015 03:39:40 PM,40.5572819337,-74.1141703159
Transportation-Other,Brooklyn Queens Expressway  & Flushing Avenue,Brooklyn,11/13/2015 12:24:26 PM,11/13/2015 03:40:19 PM,40.6981100168,-73.9623965897
Fire-2nd Alarm,316 West 36 Street,Manhattan,11/14/2015 04:52:38 PM,11/14/2015 06:29:50 PM,,
Fire-Brush,Kissam Avenue & Mill Road,Staten Island,11/13/2015 02:07:03 PM,11/13/2015 05:47:27 PM,40.5572819337,-74.1141703159
Transportation-Train Subway,,Brooklyn,11/14/2015 04:10:25 AM,11/14/2015 06:24:59 AM,40.7432886887,-73.9120312097
Fire-2nd Alarm,339 Grant Avenue,Brooklyn,11/14/2015 06:08:24 AM,11/14/2015 07:22:53 AM,40.6822431463,-73.8670005712
Rescue-Other,29-85 Northern Blvd,Queens,11/14/2015 07:41:04 AM,11/14/2015 09:36:19 AM,40.7505941486,-73.9351753138
Utility-Water Main,889 5th Avenue,Brooklyn,11/15/2015 03:55:35 AM,11/16/2015 12:22:29 AM,40.6513890505,-74.0037659964
Law Enforcement-Suspicious Package,4 Irving Place,Manhattan,11/16/2015 09:13:12 AM,11/16/2015 10:08:05 AM,40.7341625375,-73.9886266352
Fire-2nd Alarm,60 Nostrand Avenue,Brooklyn,11/14/2015 12:25:00 PM,11/16/2015 10:09:00 AM,40.6982877818,-73.9531569956
Fire-Haz Mat,20 Pine St,Manhattan,11/16/2015 03:00:43 PM,11/16/2015 04:04:01 PM,40.7075467431,-74.0099513276
Utility-Steam Service Line,43 Street & Lexington Avenue,Manhattan,11/16/2015 08:02:42 AM,11/16/2015 06:32:15 PM,40.7521166627,-73.9755579993
Law Enforcement-Suspicious Package,175-01 Van Wyck Expwy,Queens,11/16/2015 09:24:49 PM,11/16/2015 10:24:05 PM,,
Fire-2nd Alarm,106-15 Queens Blvd,Queens,11/17/2015 06:15:43 AM,11/17/2015 08:24:32 AM,40.7226895989,-73.8467601126
Utility-Other,43 Street & Lexington Avenue,Manhattan,11/16/2015 02:59:36 PM,11/17/2015 09:29:14 AM,40.7521166627,-73.9755579993
Law Enforcement-Other,158-18 Jamaica Avenue,Queens,11/17/2015 12:36:06 PM,11/17/2015 01:32:24 PM,40.703314369,-73.8002645846
Structural-Elevator,13 West 27 Street,Manhattan,11/17/2015 03:37:27 PM,11/17/2015 04:24:23 PM,40.7443373084,-73.9883831051
Structural-Partial Collapse,27 Greene Street,Manhattan,11/17/2015 02:42:14 PM,11/17/2015 05:35:41 PM,40.7213231029,-74.0024748176
Fire-2nd Alarm,108-43 66 Avenue,Queens,11/17/2015 06:40:41 PM,11/17/2015 09:22:05 PM,40.7307509128,-73.8467235339
Law Enforcement-Suspicious Package,100 West 84th STreet,manhattan,11/17/2015 11:25:22 AM,11/18/2015 06:36:31 AM,40.7852863774,-73.9734297348
Utility-Water Service Line,662 52 St,Brooklyn,11/17/2015 03:58:03 PM,11/18/2015 08:13:21 AM,40.6418616899,-74.0079849343
Rescue-Confined Space,Fulton Street  & Downing Street,Brooklyn,11/18/2015 11:34:44 AM,11/18/2015 12:31:28 PM,40.6821623004,-73.9605956277
Rescue-High Angle,420 5 Avenue,Manhattan,11/18/2015 02:31:01 PM,11/18/2015 04:48:25 PM,40.7508087341,-73.9828454596
HazMat-Other,90-07 56 Avenue,Queens,11/18/2015 04:14:08 PM,11/18/2015 06:15:40 PM,40.7359202888,-73.8722879878
Fire-2nd Alarm,1650 West 2 Street,Brooklyn,11/18/2015 07:05:46 PM,11/18/2015 08:49:36 PM,40.6074067933,-73.9757226247
Structural-Partial Collapse,Archer Avenue & Parsons Boulevard,Queens,11/19/2015 12:19:29 AM,11/19/2015 01:06:57 AM,40.7024738717,-73.7999208697
Fire-1st Alarm,1 Penn Plaza,Manhattan,11/19/2015 10:34:02 AM,11/19/2015 10:45:14 AM,40.7506586891,-73.9908759562
Rescue-Technical,116 West 58th Street,Manhattan,11/19/2015 09:52:33 AM,11/19/2015 11:01:09 AM,40.7653055475,-73.9774628431
Law Enforcement-Suspicious Package,,Queens,11/19/2015 01:06:42 PM,11/19/2015 02:10:21 PM,,
Fire-Haz Mat,635 e 12 street,manhattan,11/19/2015 10:20:37 PM,,40.7274774259,-73.9775189316
Utility-Other,626 Wythe Place,Brooklyn,11/19/2015 07:29:14 PM,11/19/2015 11:56:02 PM,40.7044675906,-73.9645894802
Law Enforcement-Suspicious Package,,Brooklyn,11/20/2015 05:58:14 PM,11/20/2015 07:19:41 PM,,
Transportation-Other,,Brooklyn,11/21/2015 12:36:36 AM,11/21/2015 10:42:46 PM,,
Utility-Water Main,43rd Street  & Lexington Avenue,Manhattan,11/21/2015 11:48:54 PM,11/22/2015 11:12:34 PM,40.7521166627,-73.9755579993
Fire-Explosion,4206 13th Avenue,Brooklyn,10/03/2015 01:12:12 PM,11/23/2015 04:05:56 AM,40.6388420932,-73.98816006
Law Enforcement-Other,131 West 86th Street,Manhattan,11/23/2015 10:16:35 AM,11/23/2015 12:08:37 PM,40.7869304197,-73.9732015756
Fire-2nd Alarm,114-25 146th Street,Queens,11/23/2015 10:28:01 AM,11/23/2015 12:09:16 PM,40.6847977805,-73.7969379577
Rescue-Confined Space,4516 Manhattan College Parkway,Bronx,11/23/2015 01:20:22 PM,11/23/2015 01:30:04 PM,40.8890826668,-73.9016616385
Utility-Gas Service Line,2008 Webster Ave,Bronx,11/10/2015 09:24:35 AM,11/24/2015 02:38:12 PM,40.8503283271,-73.8993730552
Fire-3rd Alarm,,Brooklyn,11/25/2015 01:53:01 AM,11/25/2015 04:34:23 AM,,
Fire-2nd Alarm,31-14 35th Street,Queens,11/25/2015 11:32:17 AM,11/25/2015 01:42:33 PM,40.7622420791,-73.9207716112
Structural-Construction Accident,237 Duffield Street,Brooklyn,11/25/2015 02:39:10 PM,11/25/2015 03:15:43 PM,40.6910775142,-73.9843825464
Fire-2nd Alarm,260 45 Street,Brooklyn,11/25/2015 04:38:22 PM,11/25/2015 07:04:58 PM,40.6511276499,-74.0127610918
Law Enforcement-Suspicious Package,West 42 St & 8 Ave,Manhattan,11/25/2015 06:01:34 PM,11/25/2015 07:13:22 PM,40.7572322651,-73.9897921905
Structural-Stability Problem,2274 East 16 St,Brooklyn,11/19/2015 02:07:03 PM,11/26/2015 03:03:14 AM,40.5949088666,-73.9547238406
Law Enforcement-Suspicious Package,,Queens,11/26/2015 03:52:57 AM,11/26/2015 05:22:16 AM,40.6480359763,-73.7891201144
Fire-2nd Alarm,1428 Franklin Avenue,Bronx,11/26/2015 07:30:49 AM,11/26/2015 07:56:56 AM,40.8348539653,-73.8997289261
Fire-2nd Alarm,1428 FRANKLIN AVE,Bronx,11/26/2015 07:35:00 AM,11/26/2015 09:53:59 AM,40.8348539653,-73.8997289261
Utility-Water Service Line,210 42 Street,Brooklyn,11/25/2015 08:01:26 PM,11/26/2015 03:27:19 PM,40.6532769182,-74.0117884428
Fire-10-77 (Residential High Rise Fire),460 West 41 St,Manhattan,11/26/2015 07:42:26 PM,11/26/2015 09:43:09 PM,40.7586543915,-73.9951161736
Fire-2nd Alarm,108-43 67th drive,queens,11/25/2015 11:33:31 PM,11/27/2015 06:56:03 AM,40.7277450783,-73.8464814984
Utility-Other,15 West 126 Street,Manhattan,11/27/2015 07:47:40 AM,11/27/2015 10:45:50 AM,40.8074278298,-73.9425504086
Fire-2nd Alarm,404 East 49th Street,Brooklyn,11/28/2015 05:51:16 AM,11/28/2015 10:11:21 AM,40.6522525106,-73.9314615758
Fire-2nd Alarm,6 Pennyfield Avenue,Bronx,11/30/2015 07:40:23 AM,11/30/2015 09:33:03 AM,40.8092488492,-73.8023091798
Transportation-Train Elevated,25 Junius Street,Brooklyn,11/30/2015 10:00:20 AM,11/30/2015 10:34:02 AM,40.6744767297,-73.9041951968
Fire-2nd Alarm,314 South 3 Street,Brooklyn,11/30/2015 09:47:19 AM,11/30/2015 11:49:53 AM,40.709668219,-73.9547577093
Structural-Construction Accident,764 Metropolitan Avenue,Brooklyn,11/30/2015 10:42:22 AM,11/30/2015 12:54:41 PM,40.7146011053,-73.9435683015
Law Enforcement-Suspicious Package,38 Street & 12 Avenue,Manhattan,11/30/2015 04:38:25 PM,11/30/2015 04:54:27 PM,40.7429177166,-74.0513313793
Fire-Other,10302 Springfield Boulevard,Queens,12/01/2015 12:41:21 AM,12/01/2015 07:29:51 AM,40.7130604308,-73.7359195138
HazMat-High Carbon Monoxide,222-22 Jamaica Avenue,Queens,12/01/2015 09:30:15 AM,12/01/2015 05:22:04 PM,40.7206926371,-73.7319209248
Structural-Stability Problem,514 Broadway,Staten Island,12/01/2015 07:00:59 PM,12/01/2015 09:03:48 PM,40.6284637244,-74.1160573534
Utility-Gas Low Pressure,164 South Oxford Street,Brooklyn,12/02/2015 12:16:37 PM,12/02/2015 01:17:50 PM,40.6845867977,-73.9731237199
Fire-2nd Alarm,451 Clove Road,Staten Island,12/01/2015 08:49:15 PM,12/02/2015 01:19:22 PM,40.6294717,-74.1233544607
Fire-Haz Mat,1750 Watson Ave,Bronx,12/02/2015 06:09:04 PM,12/02/2015 08:24:51 PM,40.8275259096,-73.8674328535
Structural-Elevator,1373 Washington Avenue,Bronx,12/02/2015 05:34:25 PM,12/02/2015 08:53:58 PM,40.8346471128,-73.9050342272
Fire-2nd Alarm,4331 De Reimer Avenue,Bronx,12/02/2015 08:32:18 PM,12/02/2015 11:35:26 PM,40.8978248151,-73.844533284
Fire-10-77 (Residential High Rise Fire),,Brooklyn,12/02/2015 11:42:27 PM,12/03/2015 01:21:40 AM,,
Structural-Life Safety Violations,,Brooklyn,12/03/2015 07:44:42 AM,12/03/2015 08:23:39 AM,,
Structural-Stability Problem,120 South 4 Street,Brooklyn,12/03/2015 07:45:10 AM,12/03/2015 08:32:23 AM,40.7120454956,-73.9633518249
Rescue-Confined Space,East 48 Street & Madison Ave,Manhattan,12/03/2015 06:52:39 PM,12/03/2015 07:10:48 PM,40.7566072637,-73.976502045
Fire-Manhole,219 Street  & Merrick Blvd,Queens,12/04/2015 05:07:16 PM,12/05/2015 10:51:25 AM,40.6793510446,-73.750341006
Fire-Manhole,136-12 58th Road,Queens,12/05/2015 08:03:25 AM,12/05/2015 11:06:19 AM,40.7448945517,-73.8291048806
Law Enforcement-Suspicious Package,161 Street & River Avenue,Bronx,12/05/2015 11:00:26 PM,12/05/2015 11:59:51 PM,40.8278116193,-73.9259293259
Fire-10-77 (Residential High Rise Fire),220 West 49th Street,Manhattan,12/06/2015 10:39:50 AM,12/06/2015 11:50:55 AM,40.760986549,-73.9849870323
Fire-2nd Alarm,42-67 Ketcham Street,Queens,12/07/2015 04:35:06 AM,12/07/2015 11:36:33 AM,40.7321005197,-73.9363354929
Law Enforcement-Suspicious Package,Court Street  & Remsen Street,Brooklyn,12/07/2015 11:40:49 AM,12/07/2015 12:00:42 PM,40.6930489447,-73.9907287785
Fire-3rd Alarm,8501 New Utrecht Avenue,Brooklyn,12/06/2015 07:24:45 AM,12/08/2015 10:50:43 AM,40.6075191368,-74.0016854815
Utility-Water Main,East 20 Street & 5 Avenue,Manhattan,12/08/2015 11:06:44 AM,12/08/2015 11:46:24 AM,40.7396742068,-73.9909460238
Administration-Meeting,108-47 67 Drive,Queens,12/01/2015 06:10:11 PM,12/09/2015 06:05:49 AM,40.7277478134,-73.8464742762
Structural-Construction Accident,204 2 Avenue,Manhattan,12/09/2015 02:43:19 PM,12/09/2015 03:34:46 PM,40.7313543218,-73.9856539997
Law Enforcement-Suspicious Package,West 59th Street & Columbus Circle,Manhattan,12/10/2015 11:07:26 PM,12/10/2015 11:52:35 PM,40.7678890699,-73.9815125329
Fire-Haz Mat,1114 64 Street,Brooklyn,12/09/2015 08:53:35 PM,12/11/2015 02:21:39 AM,40.6289064726,-74.0047554455
Fire-2nd Alarm,948 Brooklyn Avenue,Brooklyn,12/11/2015 11:48:11 PM,12/12/2015 01:32:09 AM,40.6504668295,-73.9437414729
Structural-Stability Problem,439 West 126th Street,Manhattan,12/12/2015 11:49:48 AM,12/12/2015 06:58:49 PM,40.8130242537,-73.9547235755
Fire-3rd Alarm,201 11th Avenue,manhattan,12/12/2015 10:47:48 PM,12/13/2015 12:45:54 AM,40.7496515463,-74.006471188
Utility-Other,500 Pearl Street,Manhattan,12/14/2015 08:32:47 AM,12/14/2015 11:52:20 AM,,
Fire-Other,133 Greenwich Street,Manhattan,12/14/2015 07:57:10 AM,12/14/2015 12:49:12 PM,,
Law Enforcement-Suspicious Package,39 Eldridge Street,Manhattan,12/14/2015 01:50:59 PM,12/14/2015 03:29:38 PM,,
Structural-Collapse,272 West 86 Street,Manhattan,12/15/2015 08:34:36 AM,12/15/2015 09:55:09 AM,40.7886577463,-73.9773502118
Structural-Scaffold,160 Bleeker Street,Manhattan,12/15/2015 02:21:28 AM,12/15/2015 10:21:22 AM,40.7285583097,-73.999974744
Fire-Haz Mat,600 Saint Anns Avenue,Bronx,12/15/2015 02:06:12 PM,12/15/2015 02:16:40 PM,40.8154974402,-73.9122400134
Fire-Sensitive Location,1347 Webster Avenue,Bronx,12/15/2015 03:56:29 PM,12/15/2015 06:07:21 PM,40.8358129943,-73.9076489658
Structural-Other,340 East 64th Street,Manhattan,12/07/2015 10:13:29 PM,12/16/2015 08:37:13 AM,40.7632920114,-73.9610349635
Transportation-Train Ground Level,400 West 31st Street,Manhattan,12/16/2015 09:15:05 AM,12/16/2015 09:49:04 AM,40.7515867566,-73.9979427305
Utility-Water Service Line,32-11 29 Street,Queens,12/16/2015 06:01:01 AM,12/16/2015 10:58:59 AM,40.7625838536,-73.9270884283
Transportation-Other,591 Main Street,Manhattan,12/16/2015 05:31:55 PM,12/16/2015 06:07:27 PM,40.7628592266,-73.9492129378
Law Enforcement-Suspicious Package,245 East 56 St,Manhattan,12/16/2015 05:02:14 PM,12/16/2015 10:51:44 PM,40.7591465611,-73.9669788803
Fire-6th Alarm,221 West 17th Street,New York,10/20/2015 03:10:22 AM,12/17/2015 05:19:57 PM,40.7408273549,-73.9991122692
Fire-2nd Alarm,1090 St. NIcholas Avenue,New York,12/18/2015 02:02:00 AM,12/18/2015 04:04:03 AM,40.8381041853,-73.9399001985
Utility-Power Outage,314 East 143 Street,Bronx,12/17/2015 09:08:07 PM,12/18/2015 05:17:22 AM,40.8143912682,-73.9237477699
Structural-Other,146 Wilson Street,Brooklyn,12/14/2015 09:26:47 AM,12/18/2015 11:21:19 AM,40.7057924179,-73.961793533
Utility-Other,2501 grand concourse,Bronx,12/18/2015 03:34:44 AM,12/18/2015 11:57:56 AM,40.8627130323,-73.8969501558
Fire-Haz Mat,175-01 Van Wyck Expressway,Queens,12/18/2015 09:36:09 PM,12/18/2015 10:25:46 PM,40.7362343017,-74.0518430607
Fire-Other,28-10 Jackson Avenue,Queens,12/19/2015 02:16:14 PM,12/19/2015 05:41:00 PM,40.7484907772,-73.9385518485
Fire-Haz Mat,111-58 Van Wyck Expressway,Queens,12/20/2015 02:28:01 PM,12/20/2015 03:14:26 PM,40.6833210504,-73.8064719476
Administration-Meeting,90-28 161st Street,Queens,12/21/2015 08:42:18 AM,,40.7051900704,-73.799274324
Transportation-Train Subway,234 West 34th Street,Manhattan,12/21/2015 09:01:10 AM,12/21/2015 10:26:19 AM,40.7515563039,-73.9919838709
Fire-Haz Mat,337 74th Street,Brooklyn,12/21/2015 10:39:07 AM,12/21/2015 01:30:22 PM,40.6318981053,-74.026397509
Fire-Collapse,83 Vermilyea Avenue,Manhattan,12/21/2015 12:32:14 PM,12/21/2015 01:31:07 PM,40.8658294482,-73.9231067018
Fire-2nd Alarm,272 Skillman Street,Brooklyn,12/21/2015 03:54:46 PM,12/21/2015 08:15:48 PM,40.6900821322,-73.956227789
HazMat-High Carbon Monoxide,3024 Clarendon Road,Brooklyn,12/22/2015 04:38:10 AM,12/22/2015 05:24:57 AM,,
Structural-Construction Accident,1501 Voorhies Avenue,Brooklyn,12/22/2015 09:34:59 AM,12/22/2015 10:54:38 AM,40.5857435894,-73.9537471773
Utility-Power Outage,211 8th Street,Brooklyn,12/22/2015 10:16:36 AM,12/22/2015 11:56:25 AM,40.6707638616,-73.9877866965
Law Enforcement-Suspicious Package,228 Duffield Street,Brooklyn,12/22/2015 10:55:53 AM,12/22/2015 01:04:46 PM,40.6913053316,-73.984393311
Fire-1st Alarm,455 1 Avenue,Manhattan,12/22/2015 12:11:35 PM,12/22/2015 05:15:06 PM,40.739161721,-73.9768943148
Structural-Confined Space,29-85 Northern Boulevard,Queens,12/24/2015 09:41:07 AM,12/24/2015 10:29:43 AM,40.7505941486,-73.9351753138
Law Enforcement-Suspicious Package,350 5 Avenue,Manhattan,12/24/2015 02:43:56 PM,12/24/2015 03:17:04 PM,40.7483414595,-73.9846434113
Utility-Power Outage,1460 Pennsylvania Avenue,Brooklyn,12/24/2015 07:00:06 PM,12/24/2015 08:27:07 PM,40.6460672771,-73.8797859733
Law Enforcement-Device,102-40 Ditmars Blvd,Queens,12/24/2015 06:29:00 PM,12/24/2015 08:54:01 PM,40.7683057111,-73.8675326832
Transportation-Other,400 West 31st Street,Manhattan,12/25/2015 08:50:22 AM,12/25/2015 09:55:07 AM,40.7515867566,-73.9979427305
HazMat-Other,358 West 46 St,Manhattan,12/25/2015 09:17:57 PM,12/26/2015 05:24:36 AM,40.7604628053,-73.9895281855
Fire-1st Alarm,312 West 109 St,Manhattan,12/26/2015 07:28:35 PM,12/26/2015 09:22:51 PM,40.8037431846,-73.967574421
Fire-2nd Alarm,119-19 146 St,Queens,12/27/2015 04:47:41 PM,12/27/2015 07:18:23 PM,40.6782869862,-73.7937526816
Fire-2nd Alarm,347 East 84 Street,Manhattan,12/28/2015 06:52:05 PM,12/28/2015 08:40:08 PM,40.7760926334,-73.9515677708
Fire-Manhole,East 188 Street & Park Avenue,Bronx,12/29/2015 01:57:37 PM,12/30/2015 02:47:14 AM,40.7338829804,-74.0311687577
Law Enforcement-Suspicious Package,435 Ocean Parkway,Brooklyn,12/30/2015 01:55:21 PM,12/30/2015 02:00:18 PM,40.6378322068,-73.9730452673
Utility-Other,101 W 147 Street,new york,12/30/2015 10:17:19 PM,12/30/2015 11:05:50 PM,40.8219383315,-73.9357597781
Administration-Other,,Brooklyn,12/31/2015 11:52:18 PM,01/01/2016 01:32:08 AM,,
Administration-Planned Event,West 42nd Street & Broadway,Manhattan,10/02/2015 02:43:15 PM,01/01/2016 03:24:50 AM,40.7558073922,-73.9864031132
Rescue-Confined Space,131 Broome St,Manhattan,01/01/2016 12:12:19 AM,01/01/2016 10:06:15 AM,40.7162140168,-73.983976243
Transportation-Train Subway,Marcy Ave & Broadway,Brooklyn,12/31/2015 05:00:43 PM,01/02/2016 04:03:10 AM,40.7084260346,-73.9579037764
Fire-1st Alarm,263 Prospect Avenue,Brooklyn,01/01/2016 11:42:20 PM,01/02/2016 06:39:53 AM,40.6636440947,-73.9896839599
Fire-2nd Alarm,264 Crescent Street,Brooklyn,01/02/2016 12:07:54 PM,01/02/2016 02:59:14 PM,40.6828278919,-73.8719353718
Fire-2nd Alarm,655 East 230 Street,Bronx,01/03/2016 02:59:05 AM,01/03/2016 05:18:33 AM,40.8918723767,-73.860168453
Fire-Haz Mat,,Brooklyn,01/03/2016 02:37:35 PM,01/03/2016 03:22:45 PM,,
Fire-School,67-01 110th Street,Queens,01/04/2016 01:25:16 PM,01/04/2016 02:01:17 PM,40.7294017844,-73.8456370064
Utility-Water Main,Broadway & Worth Street,Manhattan,01/04/2016 10:49:30 PM,01/05/2016 12:41:39 AM,40.7162809169,-74.0045344175
Fire-2nd Alarm,Essex Street & Stanley Avenue,Brooklyn,01/05/2016 06:20:51 AM,,,
Utility-Power Outage,Schley Avenue & Vincent Avenue,Bronx,01/05/2016 05:08:39 AM,01/05/2016 08:47:21 AM,40.8269102733,-73.815008181
Structural-Scaffold,523 East 70 St,Manhattan,01/04/2016 06:54:19 PM,01/05/2016 11:00:18 AM,40.7652848701,-73.9540629116
Fire-2nd Alarm,223 Fountain Avenue,Brooklyn,01/05/2016 10:09:20 AM,01/05/2016 03:49:25 PM,40.6744873112,-73.8751563001
Fire-Other,397 Coney Island Avenue,Brooklyn,01/06/2016 10:11:57 AM,01/06/2016 10:55:56 AM,40.6490086244,-73.9716028773
HazMat-Chemical,2055 Mapes Avenue,Bronx,01/06/2016 11:05:34 AM,01/06/2016 05:18:55 PM,40.8458778765,-73.8861837464
Fire-1st Alarm,234 West 48th Street,Manhattan,01/06/2016 09:26:44 PM,01/06/2016 11:19:20 PM,40.7604541539,-73.9856549515
Utility-Other,26 Thomas Street,Manhattan,01/07/2016 01:21:49 PM,01/07/2016 04:20:47 PM,40.7161820421,-74.0059304466
Fire-2nd Alarm,535 East 28 Street,Brooklyn,01/08/2016 06:49:45 AM,01/08/2016 08:49:37 AM,40.6375857272,-73.9500649278
HazMat-Other,1000 10th Avenue,Manhattan,01/08/2016 02:20:01 AM,01/08/2016 11:54:54 AM,40.7702970324,-73.9876890174
Transportation-School Bus,4 Avenue & 1 Street,Brooklyn,01/08/2016 03:14:03 PM,01/08/2016 04:47:03 PM,40.6751743468,-73.984699915
Law Enforcement-Other,2336 East 1 Street,Brooklyn,01/08/2016 03:50:06 PM,01/08/2016 08:27:29 PM,40.5919027067,-73.9695496077
Utility-Power Outage,,Brooklyn,01/10/2016 05:17:22 PM,01/10/2016 06:56:37 PM,,
Fire-2nd Alarm,34-44 85 Street,Queens,01/08/2016 06:49:44 PM,01/08/2016 08:39:24 PM,40.7529893563,-73.8820690162
Utility-Water Main,14 West 55 Street,Manhattan,01/08/2016 06:53:23 PM,01/09/2016 08:10:04 AM,40.7619840484,-73.9756879412
Fire-1st Alarm,2 East 90 Street,Manhattan,01/09/2016 01:11:03 PM,01/09/2016 01:51:16 PM,40.7839754133,-73.9583290527
Law Enforcement-Other,8 Stone Street,Manhattan,01/11/2016 07:41:16 AM,01/11/2016 08:32:56 AM,40.7040249545,-74.0125692442
Law Enforcement-Suspicious Package,125 Worth Street,Manhattan,01/11/2016 12:07:15 PM,01/11/2016 12:37:43 PM,,
Transportation-Other,260 West 33 Street,Manhattan,01/11/2016 03:41:14 PM,01/11/2016 03:59:42 PM,40.7510074056,-73.9927563086
Fire-2nd Alarm,335 East 236 Street,Bronx,01/11/2016 05:34:13 PM,01/11/2016 07:57:42 PM,40.8983819135,-73.8663980806
Transportation-Payload Truck,,Brooklyn,01/12/2016 05:20:09 AM,01/12/2016 09:12:37 AM,,
Structural-Falling Debris,811 7 Avenue,Manhattan,01/10/2016 11:37:29 PM,01/12/2016 03:20:54 PM,40.7626741528,-73.9820951655
HazMat-Other,Hillside Avenue & 180th Street,Queens,01/12/2016 01:09:15 PM,01/12/2016 05:36:54 PM,40.7129385164,-73.7826255788
Fire-3rd Alarm,2075 Grand Concourse,Bronx,01/12/2016 06:18:30 AM,01/12/2016 07:09:10 PM,40.8533175858,-73.9028965458
Structural-Crane,115 Nassau Street,Manhattan,01/12/2016 09:30:09 PM,01/12/2016 10:36:37 PM,40.7108598892,-74.0070048709
Structural-Confined Space,Boerum Street  & Bogart Street,Brooklyn,01/13/2016 07:07:53 AM,01/13/2016 07:26:20 AM,40.7070670109,-73.9337893355
Law Enforcement-Other,400 West 31 Street,Manhattan,01/13/2016 08:44:07 AM,01/13/2016 01:08:02 PM,40.7515867566,-73.9979427305
Law Enforcement-Other,101-02 Rockaway Blvd,Queens,01/14/2016 08:15:11 AM,01/14/2016 09:41:54 AM,40.679691268,-73.837654434
Structural-Crane,30 Richman Plaza,Bronx,01/14/2016 02:04:34 PM,01/14/2016 03:14:36 PM,40.8519985048,-73.9225154223
Fire-2nd Alarm,1223 Avenue U,Brooklyn,01/14/2016 05:13:58 PM,01/14/2016 06:49:48 PM,40.5985117879,-73.9593954575
Fire-2nd Alarm,19 Hart Street,Brooklyn,01/15/2016 03:54:20 AM,01/15/2016 07:14:31 AM,40.6929236067,-73.9510007285
HazMat-Other,498 7 Avenue,Manhattan,01/14/2016 04:40:20 PM,01/15/2016 11:24:44 AM,40.7528076922,-73.9893200488
Structural-Elevator,25 Junius St,Brooklyn,01/15/2016 05:31:48 PM,01/15/2016 05:39:34 PM,40.6744767297,-73.9041951968
Utility-Water Service Line,East 167th Street  & Prospect Avenue,Bronx,01/17/2016 09:50:02 AM,01/18/2016 06:29:51 AM,40.8263582913,-73.8988347894
Fire-Haz Mat,993 Amsterdam Avenue,Manhattan,01/18/2016 01:06:37 PM,01/19/2016 12:11:48 AM,40.8021283693,-73.9644652881
Fire-10-77 (Residential High Rise Fire),410 St. Nicholas Avenue,Manhattan,01/18/2016 10:36:55 PM,01/19/2016 02:00:52 AM,40.814224281,-73.9495205542
Utility-Other,1970 Amsterdam Avenue,Manhattan,01/18/2016 09:33:22 PM,01/19/2016 02:44:53 AM,40.8332799267,-73.9417403044
Transportation-Other,33 Street & 8 Avenue,Manhattan,01/19/2016 05:28:41 PM,01/19/2016 07:24:16 PM,40.7515234868,-73.9939473022
Fire-2nd Alarm,87-28 118 Street,Queens,01/20/2016 06:20:11 PM,01/20/2016 08:21:23 PM,40.6993213923,-73.8315730887
Fire-6th Alarm,2086 Valentine Avenue,Bronx,12/10/2015 11:57:08 PM,,40.8528483846,-73.8998536181
Fire-5th Alarm,1750 Montgomery Avenue,Bronx,11/30/2015 12:11:10 PM,,40.8506122439,-73.9182698592
Rescue-Other,158 E 102 St,Manhattan,01/21/2016 02:02:46 PM,01/21/2016 03:57:00 PM,40.7894934949,-73.9477264325
Fire-3rd Alarm,15 Paerdegat 14 Street,Brooklyn,01/21/2016 03:11:21 PM,01/21/2016 05:45:18 PM,40.6275199402,-73.9020974772
